num,label,predicton,result,,准确率
8.93E+15,1,0.6882315,1,,
9.01E+15,1,0.530102,1,,
9.17E+15,1,0.63060206,1,,
9.12E+15,1,0.40598404,0,,
8.99E+15,1,0.06070874,0,,
9.13E+15,1,0.6791737,1,,
8.91E+15,1,0.4761981,0,,
9.12E+15,1,0.7966444,1,,
9.12E+14,1,0.50033647,1,,
9.14E+15,1,0.68770266,1,,
9.16E+15,1,0.7650229,1,,
8.99E+15,1,0.5843568,1,,
9.01E+15,1,0.48345536,0,,
8.98E+15,1,0.50151885,1,,
9.02E+15,1,0.6985656,1,,
9.02E+15,1,0.42901364,0,,
9.02E+15,1,0.68741685,1,,
9.16E+15,1,0.79961145,1,,
8.97E+14,1,0.6400171,1,,
9.43E+15,1,0.42867684,0,,
9.01E+15,1,0.8181736,1,,
9.50E+15,1,0.41785744,0,,
9.02E+15,1,0.6149056,1,,
9.54E+15,1,0.7238794,1,,
9.27E+15,1,0.4925454,0,,
8.58E+15,1,0.5292413,1,,
9.13E+15,1,0.3451835,0,,
8.57E+15,1,0.5747755,1,,
9.01E+15,1,0.90986526,1,,
9.29E+15,1,0.5066169,1,,
9.52E+15,1,0.6550028,1,,
9.41E+15,1,0.45629,0,,
9.41E+15,1,0.47617465,0,,
9.50E+15,1,0.70896715,1,,
9.53E+14,1,0.3706946,0,,
9.02E+15,1,0.5193644,1,,
9.19E+15,1,0.36700723,0,,
8.74E+15,1,0.42654002,0,,
9.20E+15,1,0.5016291,1,,
9.19E+15,1,0.49916515,0,,
9.20E+15,1,0.40469146,0,,
9.05E+15,1,0.32914037,0,,
9.05E+15,1,0.41534406,0,,
9.05E+15,1,0.46033138,0,,
9.20E+15,1,0.58139986,1,,
9.08E+14,1,0.5997901,1,,
8.94E+15,1,0.5623159,1,,
8.69E+15,1,0.31854331,0,,
8.65E+15,1,0.7897638,1,,
8.92E+15,1,0.8284756,1,,
9.24E+13,1,0.37047553,0,,
9.30E+15,1,0.66823804,1,,
9.07E+15,1,0.42213368,0,,
9.06E+14,1,0.5598322,1,,
8.61E+15,1,0.7428708,1,,
8.73E+15,1,0.52881384,1,,
8.99E+15,1,0.5066415,1,,
8.80E+14,1,0.51008195,1,,
8.44E+15,1,0.41971123,0,,
9.55E+15,1,0.48707202,0,,
8.62E+15,1,0.21851464,0,,
8.45E+15,1,0.16815555,0,,
8.76E+15,1,0.58379024,1,,
9.16E+14,1,0.35605636,0,,
9.42E+15,1,0.38735902,0,,
8.60E+15,1,0.40945008,0,,
9.20E+15,1,0.001650665,0,,
8.95E+15,1,0.2071835,0,,
8.59E+15,1,0.5021254,1,,
9.30E+15,1,0.5738952,1,,
9.41E+15,1,0.5813862,1,,
8.96E+15,1,0.5028774,1,,
9.41E+15,1,0.4670433,0,,
8.89E+15,1,0.52542627,1,,
9.26E+15,1,0.3300908,0,,
8.83E+15,1,0.55152106,1,,
8.61E+15,1,0.60002255,1,,
8.76E+15,1,0.4801959,0,,
9.06E+15,1,0.39393243,0,,
8.90E+15,1,0.49483022,0,,
9.47E+15,1,0.3332957,0,,
9.00E+15,1,0.1937762,0,,
9.21E+15,1,0.5544573,1,,
9.15E+15,1,0.23477785,0,,
9.06E+15,1,0.43041703,0,,
9.38E+15,1,0.26060912,0,,
9.29E+14,1,0.46886212,0,,
9.09E+15,1,0.4114122,0,,
8.49E+15,1,0.37540695,0,,
9.02E+15,1,0.60237014,1,,
8.87E+15,1,0.40174553,0,,
9.16E+15,1,0.5477258,1,,
9.15E+14,1,0.16851461,0,,
9.09E+15,1,0.56177324,1,,
9.00E+15,1,0.16567537,0,,
8.96E+14,1,0.51218617,1,,
9.02E+15,1,0.3505492,0,,
9.31E+15,1,0.36522502,0,,
9.20E+15,1,0.38712254,0,,
8.50E+15,1,0.37766555,0,,
9.03E+15,1,0.44012532,0,,
8.96E+15,1,0.5517783,1,,
9.27E+15,1,0.6606076,1,,
9.02E+15,1,0.5233376,1,,
8.95E+15,1,0.44085276,0,,
8.96E+15,1,0.7488938,1,,
8.96E+15,1,0.6019451,1,,
8.70E+15,1,0.5551166,1,,
8.47E+15,1,0.5951836,1,,
8.60E+14,1,0.74591327,1,,
8.50E+15,1,0.60624605,1,,
9.20E+14,1,0.25428715,0,,
8.93E+15,1,0.22243412,0,,
8.92E+15,1,0.28529656,0,,
8.92E+15,1,0.5873547,1,,
9.48E+15,1,0.5946064,1,,
9.42E+15,1,0.54365873,1,,
8.61E+15,1,0.5721797,1,,
9.33E+15,1,0.6866668,1,,
9.20E+15,1,0.41904038,0,,
9.20E+15,1,0.52769095,1,,
8.83E+15,1,0.37583116,0,,
8.61E+15,1,0.6082912,1,,
8.49E+15,1,0.3876471,0,,
9.55E+15,1,0.51740724,1,,
8.93E+15,1,0.9997322,1,,
8.44E+15,1,0.5812366,1,,
8.37E+15,1,0.8156542,1,,
8.41E+15,1,0.47131085,0,,
8.46E+13,1,0.69197845,1,,
8.47E+15,1,0.74312973,1,,
9.51E+15,1,0.007308716,0,,
9.08E+15,1,0.15619032,0,,
9.55E+15,1,0.46658328,0,,
8.69E+15,1,0.43437305,0,,
9.56E+14,1,0.5013563,1,,
8.76E+15,1,0.45681083,0,,
8.46E+15,1,0.11832625,0,,
8.61E+15,1,0.4910852,0,,
9.15E+15,1,0.5768398,1,,
9.33E+15,1,0.5653889,1,,
8.77E+14,1,0.23272596,0,,
8.76E+15,1,0.6326635,1,,
9.49E+15,1,0.5972792,1,,
9.32E+15,1,0.4569265,0,,
9.22E+15,1,0.35584527,0,,
9.27E+14,1,0.5387291,1,,
8.82E+15,1,0.50997937,1,,
9.02E+15,1,0.41451713,0,,
8.42E+15,1,0.6687625,1,,
8.72E+15,1,0.5645785,1,,
8.83E+15,1,0.53305674,1,,
9.28E+15,1,0.62275976,1,,
9.33E+15,1,0.3776514,0,,
9.53E+15,1,0.33352754,0,,
9.15E+14,1,0.9894945,1,,
8.74E+15,1,0.4098915,0,,
8.93E+15,1,0.46948934,0,,
9.56E+15,1,0.43788886,0,,
8.88E+15,1,0.34465745,0,,
9.26E+15,1,0.65996057,1,,
9.02E+15,1,0.5940038,1,,
9.07E+15,1,0.3587739,0,,
9.26E+15,1,0.556399,1,,
9.12E+15,1,0.8479254,1,,
9.11E+15,1,0.58443224,1,,
9.28E+15,1,0.28927693,0,,
9.09E+15,1,0.70843035,1,,
9.14E+15,1,0.7200882,1,,
8.59E+14,1,0.306047,0,,
9.28E+15,1,0.6006496,1,,
8.59E+15,1,0.73051125,1,,
9.33E+15,1,0.43632382,0,,
8.73E+15,1,0.42915305,0,,
9.25E+15,1,0.5449802,1,,
8.83E+15,1,0.4627523,0,,
9.13E+15,1,0.1744087,0,,
8.42E+15,1,0.43184376,0,,
8.72E+14,1,0.50970757,1,,
8.98E+15,1,0.24963576,0,,
8.99E+15,1,0.5394646,1,,
8.95E+15,1,0.44029632,0,,
8.44E+15,1,0.47159308,0,,
8.46E+15,1,0.5077166,1,,
8.71E+15,1,0.32067287,0,,
8.57E+15,1,0.5963534,1,,
8.46E+15,1,0.41270646,0,,
9.15E+15,1,0.46068487,0,,
8.93E+15,1,0.43300697,0,,
8.94E+15,1,0.31481358,0,,
9.21E+15,1,0.28278914,0,,
8.75E+15,1,0.67158335,1,,
8.98E+15,1,0.20583233,0,,
8.66E+15,1,0.2589,0,,
8.44E+15,1,0.013177704,0,,
8.58E+15,1,0.12573734,0,,
9.25E+15,1,0.5674717,1,,
9.02E+15,1,0.2491918,0,,
8.66E+15,1,0.5048073,1,,
8.66E+15,1,0.6494222,1,,
8.66E+15,1,0.26912248,0,,
9.04E+15,1,0.5025097,1,,
8.65E+14,1,0.3320936,0,,
8.66E+15,1,0.36239043,0,,
8.71E+15,1,0.35658124,0,,
8.68E+15,1,0.25261167,0,,
8.43E+15,1,0.21798077,0,,
9.26E+15,1,0.37331554,0,,
9.47E+15,1,0.66590136,1,,
9.50E+15,1,0.37095055,0,,
9.05E+15,1,0.4177452,0,,
8.94E+15,1,0.4079009,0,,
9.00E+15,1,0.5571062,1,,
8.79E+15,1,0.42050052,0,,
9.52E+15,1,0.4881773,0,,
8.44E+15,1,0.41573772,0,,
8.66E+15,1,0.5951969,1,,
8.65E+15,1,0.4365651,0,,
8.74E+15,1,0.33846265,0,,
8.87E+15,1,0.6277,1,,
8.75E+14,1,0.452435,0,,
8.96E+15,1,0.6043398,1,,
8.81E+15,1,0.35647553,0,,
9.14E+15,1,0.4159297,0,,
9.24E+15,1,0.5099773,1,,
9.45E+15,1,0.40181446,0,,
9.21E+15,1,0.3866347,0,,
8.44E+15,1,0.12134616,0,,
8.49E+15,1,0.33856142,0,,
8.89E+15,1,0.4284082,0,,
9.09E+15,1,0.44263604,0,,
9.12E+15,1,0.34363624,0,,
9.26E+14,1,0.5653125,1,,
8.42E+15,1,0.72159964,1,,
8.43E+15,1,0.62664104,1,,
8.43E+15,1,0.68505216,1,,
8.46E+15,1,0.99860525,1,,
8.46E+15,1,0.83336484,1,,
8.92E+15,1,0.36171004,0,,
8.59E+15,1,0.4785724,0,,
9.38E+15,1,0.46760944,0,,
9.17E+15,1,0.70639974,1,,
8.58E+15,1,0.8213423,1,,
9.53E+15,1,0.45703655,0,,
8.51E+15,1,0.41189748,0,,
8.84E+15,1,0.7282189,1,,
9.44E+15,1,0.33195916,0,,
8.62E+15,1,0.6647154,1,,
9.18E+15,1,0.35153863,0,,
8.64E+14,1,0.652393,1,,
8.68E+15,1,0.49296397,0,,
9.21E+14,1,0.4717526,0,,
9.07E+15,1,0.6564568,1,,
8.92E+15,1,0.35969365,0,,
9.16E+15,1,0.831176,1,,
9.00E+15,1,0.47803202,0,,
8.58E+15,1,0.2097226,0,,
8.59E+15,1,0.40129104,0,,
9.10E+15,1,0.56338525,1,,
8.44E+15,1,0.66595083,1,,
9.11E+15,1,0.7730111,1,,
8.91E+15,1,0.82196045,1,,
9.42E+15,1,0.42702514,0,,
8.92E+15,1,0.5925184,1,,
8.85E+15,1,0.51144576,1,,
8.49E+15,1,0.6443375,1,,
9.20E+15,1,0.7571504,1,,
8.74E+15,1,0.3714292,0,,
8.88E+15,1,0.4967158,0,,
8.51E+15,1,0.71573853,1,,
9.16E+15,1,0.4646303,0,,
8.82E+15,1,0.23776121,0,,
8.82E+15,1,0.5314116,1,,
9.32E+15,1,0.53989214,1,,
8.68E+15,1,0.33177933,0,,
8.50E+14,1,0.4019244,0,,
8.77E+15,1,0.4395977,0,,
8.52E+15,1,0.52993536,1,,
8.50E+15,1,0.7811933,1,,
8.49E+15,1,0.52381986,1,,
8.50E+15,1,0.5953876,1,,
9.42E+15,1,0.5848999,1,,
9.24E+14,1,0.7894915,1,,
8.49E+15,1,0.51188606,1,,
8.82E+15,1,0.30082086,0,,
8.47E+14,1,0.44278142,0,,
8.57E+15,1,0.5316182,1,,
9.20E+15,1,0.42841503,0,,
9.01E+15,1,0.22778033,0,,
9.30E+15,1,0.81572455,1,,
8.47E+15,1,0.11655023,0,,
9.01E+14,1,0.7965772,1,,
9.22E+15,1,0.5739452,1,,
8.94E+15,1,0.56583726,1,,
9.30E+15,1,0.3517188,0,,
9.31E+14,1,0.3345917,0,,
9.05E+15,1,0.48768967,0,,
8.46E+15,1,0.2656329,0,,
8.56E+15,1,0.13515805,0,,
8.47E+15,1,0.56421304,1,,
8.43E+15,1,0.38849843,0,,
9.09E+15,1,0.39759266,0,,
8.67E+15,1,0.5828216,1,,
9.18E+15,1,0.79581183,1,,
8.86E+15,1,0.68423903,1,,
9.05E+15,1,0.3833202,0,,
9.38E+15,1,0.53496426,1,,
8.51E+15,1,0.4254494,0,,
8.47E+15,1,0.4549818,0,,
8.60E+14,1,0.54503614,1,,
9.38E+15,1,0.36549038,0,,
9.05E+15,1,0.5077718,1,,
9.30E+15,1,0.6257058,1,,
9.53E+15,1,0.26988706,0,,
8.68E+15,1,0.4348548,0,,
8.53E+15,1,0.32715836,0,,
9.40E+15,1,0.25040963,0,,
9.13E+15,1,0.41532418,0,,
8.69E+15,1,0.65201753,1,,
9.53E+15,1,0.4267305,0,,
8.62E+15,1,0.6904643,1,,
8.60E+15,1,0.7582273,1,,
8.88E+15,1,0.70489573,1,,
8.54E+15,1,0.24955675,0,,
9.32E+15,1,0.82377523,1,,
8.66E+15,1,0.6818187,1,,
9.35E+15,1,0.1316431,0,,
8.77E+15,1,0.727433,1,,
9.19E+15,1,0.375308,0,,
9.26E+15,1,0.70822996,1,,
8.54E+15,1,0.55058,1,,
8.99E+15,1,0.58381784,1,,
9.17E+15,1,0.49598515,0,,
8.76E+15,1,0.49260932,0,,
8.49E+14,1,0.58225083,1,,
9.23E+15,1,0.527107,1,,
9.49E+15,1,0.5026141,1,,
9.30E+15,1,0.63749665,1,,
9.38E+15,1,0.6285723,1,,
9.00E+15,1,0.43394646,0,,
9.24E+15,1,0.5705581,1,,
9.09E+15,1,0.59701604,1,,
9.20E+15,1,0.72008115,1,,
9.09E+15,1,0.33857238,0,,
9.10E+15,1,0.6033502,1,,
8.43E+15,1,0.66023713,1,,
9.06E+15,1,0.8386367,1,,
9.00E+15,1,0.49761245,0,,
8.98E+15,1,0.51199675,1,,
9.08E+15,1,0.5900941,1,,
9.05E+14,1,0.3697808,0,,
9.21E+15,1,0.35006592,0,,
9.41E+15,1,0.5435969,1,,
8.97E+14,1,0.49595326,0,,
9.08E+15,1,0.7859758,1,,
9.00E+15,1,0.52696323,1,,
9.02E+15,1,0.54503,1,,
9.15E+15,1,0.43692708,0,,
8.48E+14,1,0.966693,1,,
9.31E+15,1,0.5486873,1,,
8.80E+15,1,0.76288086,1,,
9.52E+14,1,0.4261251,0,,
9.17E+15,1,0.54477686,1,,
9.38E+15,1,0.32404408,0,,
9.19E+15,1,0.36418232,0,,
9.13E+15,1,0.76240027,1,,
9.38E+15,1,0.34310952,0,,
8.80E+15,1,0.25822207,0,,
8.94E+15,1,0.31723878,0,,
9.31E+15,1,0.42778367,0,,
9.43E+15,1,0.5766044,1,,
9.09E+15,1,0.80200505,1,,
8.44E+15,1,0.24079518,0,,
8.44E+15,1,0.42875206,0,,
8.45E+15,1,0.5124765,1,,
8.47E+15,1,0.37950692,0,,
8.49E+15,1,0.4709922,0,,
8.46E+15,1,0.17234689,0,,
9.27E+15,1,0.5034066,1,,
9.40E+15,1,0.40822142,0,,
9.48E+15,1,0.62260455,1,,
9.22E+15,1,0.2512524,0,,
9.04E+15,1,0.54774153,1,,
9.43E+15,1,0.29789835,0,,
9.42E+15,1,0.32104775,0,,
9.42E+15,1,0.4970443,0,,
9.43E+15,1,0.5937305,1,,
9.41E+14,1,0.66840494,1,,
9.42E+15,1,0.35851476,0,,
9.42E+15,1,0.33564004,0,,
9.43E+15,1,0.44751143,0,,
9.43E+14,1,0.30980435,0,,
8.66E+14,1,0.58060783,1,,
9.46E+15,1,0.38961715,0,,
8.65E+15,1,0.6389925,1,,
9.43E+14,1,0.35577968,0,,
9.47E+15,1,0.43733177,0,,
8.50E+15,1,0.5006691,1,,
8.50E+15,1,0.5374895,1,,
9.42E+15,1,0.68199843,1,,
8.50E+15,1,0.28855956,0,,
9.42E+15,1,0.17931354,0,,
8.85E+15,1,0.45414844,0,,
9.10E+15,1,0.23437607,0,,
9.12E+15,1,0.47959727,0,,
9.42E+15,1,0.67610496,1,,
9.11E+15,1,0.37789655,0,,
8.69E+15,1,0.81591535,1,,
9.09E+15,1,0.48502454,0,,
9.46E+14,1,0.5444136,1,,
8.91E+15,1,0.22784728,0,,
8.44E+15,1,0.73548377,1,,
8.45E+15,1,0.50860316,1,,
8.44E+14,1,0.75000435,1,,
9.22E+15,1,0.41514328,0,,
9.06E+15,1,0.4742041,0,,
8.59E+15,1,0.52436006,1,,
9.46E+14,1,0.5945913,1,,
9.43E+15,1,0.2883628,0,,
9.25E+15,1,0.44303307,0,,
9.12E+15,1,0.4309613,0,,
8.71E+15,1,0.126397,0,,
8.51E+15,1,0.44192085,0,,
8.72E+15,1,0.34514332,0,,
8.92E+15,1,0.3861242,0,,
8.81E+15,1,0.81307435,1,,
8.87E+15,1,0.5474589,1,,
8.98E+15,1,0.6072767,1,,
9.40E+15,1,0.59428805,1,,
8.92E+14,1,0.32443196,0,,
8.69E+15,1,0.52229846,1,,
8.96E+15,1,0.51657534,1,,
8.78E+15,1,0.49497354,0,,
9.23E+15,1,0.9132807,1,,
8.48E+15,1,0.4334185,0,,
8.47E+15,1,0.5493202,1,,
8.89E+15,1,0.6213844,1,,
8.72E+15,1,0.5577106,1,,
8.69E+15,1,0.6132956,1,,
8.71E+15,1,0.46234953,0,,
8.61E+15,1,0.28716603,0,,
8.50E+15,1,0.6589363,1,,
8.97E+15,1,0.682881,1,,
8.92E+15,1,0.6074073,1,,
9.53E+15,1,0.55028796,1,,
9.26E+15,1,0.5305006,1,,
8.88E+15,1,0.5271227,1,,
9.31E+15,1,0.7271274,1,,
9.24E+15,1,0.50409585,1,,
8.72E+15,1,0.28213206,0,,
8.51E+15,1,0.46310332,0,,
9.02E+15,1,0.25311676,0,,
8.52E+15,1,0.31792745,0,,
8.91E+15,1,0.72879046,1,,
8.74E+14,1,0.27540264,0,,
8.93E+15,1,0.3285002,0,,
9.27E+15,1,0.6634832,1,,
8.63E+15,1,0.54503626,1,,
8.99E+15,1,0.22613421,0,,
8.73E+15,1,0.2763942,0,,
8.99E+15,1,0.46450883,0,,
9.03E+13,1,0.47347188,0,,
9.01E+15,1,0.320003,0,,
8.45E+15,1,0.56747806,1,,
8.74E+15,1,0.7402075,1,,
8.71E+15,1,0.55023855,1,,
8.63E+15,1,0.56738997,1,,
8.46E+15,1,0.5303798,1,,
9.03E+15,1,0.430578,0,,
8.95E+15,1,0.5578539,1,,
9.21E+15,1,0.4272342,0,,
9.22E+15,1,0.49930713,0,,
8.87E+15,1,0.48177803,0,,
9.30E+15,1,0.49928477,0,,
9.30E+15,1,0.5505966,1,,
9.46E+15,1,0.46066484,0,,
8.92E+15,1,0.3507986,0,,
9.31E+15,1,0.11534824,0,,
8.82E+15,1,0.5790375,1,,
8.86E+15,1,0.74480087,1,,
8.91E+15,1,0.79954803,1,,
8.57E+15,1,0.6250179,1,,
8.50E+15,1,0.3273607,0,,
8.92E+15,1,0.64956534,1,,
8.48E+15,1,0.70037085,1,,
8.49E+15,1,0.7305478,1,,
9.02E+15,1,0.3281788,0,,
8.92E+15,1,0.66446745,1,,
8.80E+15,1,0.6807492,1,,
8.81E+15,1,0.6795125,1,,
8.86E+14,1,0.85023004,1,,
8.95E+15,1,0.3241426,0,,
8.88E+15,1,0.752075,1,,
9.07E+15,1,0.61610633,1,,
8.49E+15,1,0.87799263,1,,
8.57E+15,1,0.6665759,1,,
9.24E+15,1,0.5617264,1,,
9.18E+15,1,0.25145066,0,,
9.16E+14,1,0.6104329,1,,
9.43E+15,1,0.81306726,1,,
8.85E+15,1,0.6752708,1,,
8.80E+15,1,0.6833349,1,,
8.89E+15,1,0.4613308,0,,
8.69E+14,1,0.7180742,1,,
9.10E+15,1,0.53376955,1,,
8.49E+15,1,0.65424186,1,,
8.69E+15,1,0.6664882,1,,
8.48E+15,1,0.3425431,0,,
9.05E+15,1,0.6267674,1,,
8.81E+15,1,0.5715197,1,,
9.39E+15,1,0.7313652,1,,
9.14E+15,1,0.34452838,0,,
8.95E+15,1,0.6542446,1,,
8.71E+15,1,0.37341148,0,,
9.09E+15,1,0.5002548,1,,
8.64E+15,1,0.5901039,1,,
9.56E+15,1,0.6377657,1,,
8.67E+14,1,0.8332318,1,,
8.62E+15,1,0.5194658,1,,
8.60E+13,1,0.5728243,1,,
8.57E+15,1,0.40213847,0,,
8.71E+15,1,0.35344037,0,,
9.10E+15,1,0.36795124,0,,
8.97E+15,1,0.6511287,1,,
8.95E+14,1,0.5433222,1,,
9.16E+11,0,0.31712914,1,,
9.08E+11,0,0.4560501,1,,
9.02E+11,0,0.67132246,0,,
9.10E+11,0,0.37301415,1,,
9.34E+11,0,0.76326555,0,,
9.11E+11,0,0.41968945,1,,
9.08E+11,0,0.56083745,0,,
8.85E+11,0,0.43306804,1,,
9.40E+11,0,0.77707887,0,,
8.80E+11,0,0.99313486,0,,
8.93E+11,0,0.29711863,1,,
8.70E+11,0,0.4519112,1,,
8.83E+11,0,0.5006002,0,,
8.49E+11,0,0.42926607,1,,
9.39E+11,0,0.59159887,0,,
9.01E+11,0,0.52127683,0,,
8.45E+11,0,0.4960529,1,,
9.00E+11,0,0.68024683,0,,
8.81E+11,0,0.6607443,0,,
8.46E+11,0,0.48791924,1,,
8.93E+11,0,0.6025035,0,,
9.11E+11,0,0.5147945,0,,
8.47E+11,0,0.61270434,0,,
9.18E+11,0,0.7562287,0,,
9.24E+11,0,0.5561683,0,,
8.85E+11,0,0.43161553,1,,
9.42E+11,0,0.41936466,1,,
9.19E+11,0,0.69842744,0,,
9.04E+11,0,0.7367746,0,,
9.22E+11,0,0.6565911,0,,
8.83E+11,0,0.6463043,0,,
8.76E+11,0,0.46451497,1,,
8.43E+11,0,0.33832073,1,,
8.67E+11,0,0.95072275,0,,
8.96E+11,0,0.3279405,1,,
8.41E+11,0,0.6387077,0,,
9.23E+11,0,0.19760992,1,,
9.37E+11,0,0.6353843,0,,
8.96E+11,0,0.5758662,0,,
9.19E+11,0,0.25627002,1,,
9.38E+11,0,0.45860797,1,,
8.96E+11,0,0.43381652,1,,
9.01E+11,0,0.5785753,0,,
9.22E+11,0,0.684918,0,,
8.98E+11,0,0.44277623,1,,
9.00E+11,0,0.7671625,0,,
9.37E+11,0,0.41041657,1,,
8.97E+11,0,0.20997252,1,,
8.61E+11,0,0.6695617,0,,
8.96E+11,0,0.5985823,0,,
9.09E+11,0,0.6633244,0,,
9.30E+11,0,0.5294603,0,,
9.09E+11,0,0.5064878,0,,
9.00E+11,0,0.22320998,1,,
9.17E+11,0,0.38108748,1,,
9.37E+11,0,0.35314143,1,,
9.37E+11,0,0.37950915,1,,
9.03E+11,0,0.52421033,0,,
9.31E+11,0,0.3501408,1,,
9.14E+11,0,0.38882673,1,,
8.53E+11,0,0.32754296,1,,
9.37E+11,0,0.5187496,0,,
9.12E+11,0,0.9891838,0,,
9.48E+11,0,0.5540463,0,,
9.30E+11,0,0.7191179,0,,
8.49E+11,0,0.4917796,1,,
9.38E+11,0,0.6937695,0,,
9.43E+11,0,0.47349578,1,,
8.82E+11,0,0.22265401,1,,
9.33E+11,0,0.74919134,0,,
8.91E+11,0,0.67443514,0,,
8.68E+11,0,0.6101169,0,,
9.05E+11,0,0.31081757,1,,
9.20E+11,0,0.68518454,0,,
8.85E+11,0,0.89917755,0,,
8.84E+11,0,0.7914247,0,,
8.88E+11,0,0.82907367,0,,
8.92E+11,0,0.6076436,0,,
8.89E+11,0,0.7272795,0,,
9.50E+11,0,0.7888758,0,,
9.55E+11,0,0.7888758,0,,
8.87E+11,0,0.7533186,0,,
8.90E+11,0,0.628757,0,,
8.96E+11,0,0.9232309,0,,
8.94E+11,0,0.52286494,0,,
8.88E+11,0,0.36817825,1,,
9.05E+11,0,0.5483101,0,,
8.67E+11,0,0.5015079,0,,
9.00E+11,0,0.5396049,0,,
8.79E+11,0,0.907732,0,,
8.89E+11,0,0.62364775,0,,
9.09E+11,0,0.45015344,1,,
8.51E+11,0,0.57367045,0,,
8.88E+11,0,0.71334594,0,,
8.43E+11,0,0.6026413,0,,
9.25E+11,0,0.435788,1,,
8.90E+11,0,0.64960974,0,,
8.96E+11,0,0.8927607,0,,
9.08E+11,0,0.61795074,0,,
8.87E+11,0,0.59149855,0,,
8.94E+11,0,0.37425032,1,,
9.16E+11,0,0.56978303,0,,
8.79E+11,0,0.429288,1,,
8.94E+11,0,0.73737246,0,,
8.42E+11,0,0.8036818,0,,
8.94E+11,0,0.3818023,1,,
8.99E+11,0,0.8829129,0,,
8.95E+11,0,0.577456,0,,
8.71E+11,0,0.49724025,1,,
9.27E+11,0,0.37509423,1,,
9.28E+11,0,0.39409947,1,,
8.89E+11,0,0.98736936,0,,
8.74E+11,0,0.28285378,1,,
9.06E+11,0,0.54275334,0,,
8.93E+11,0,0.37702075,1,,
9.07E+11,0,0.4715552,1,,
8.97E+11,0,0.3846727,1,,
9.12E+11,0,0.38839528,1,,
8.92E+11,0,0.42490187,1,,
9.26E+11,0,0.68910605,0,,
8.96E+11,0,0.7605135,0,,
8.96E+11,0,0.27443585,1,,
9.12E+11,0,0.78926605,0,,
9.10E+11,0,0.19260725,1,,
9.07E+11,0,0.75796044,0,,
9.37E+11,0,0.67526007,0,,
8.68E+11,0,0.5075553,0,,
9.12E+11,0,0.57399267,0,,
8.95E+11,0,0.29616034,1,,
9.00E+11,0,0.5713305,0,,
9.07E+11,0,0.65650296,0,,
9.49E+11,0,0.99693847,0,,
9.31E+11,0,0.5400018,0,,
8.89E+11,0,0.6405203,0,,
9.05E+11,0,0.45886573,1,,
9.33E+11,0,0.29239547,1,,
9.31E+11,0,0.33866665,1,,
9.30E+11,0,0.47426417,1,,
8.89E+11,0,0.83341116,0,,
8.92E+11,0,0.29747993,1,,
8.93E+11,0,0.5006385,0,,
9.16E+11,0,0.8208629,0,,
8.90E+11,0,0.5000791,0,,
9.07E+11,0,0.47843227,1,,
9.12E+11,0,0.38084674,1,,
9.32E+11,0,0.1780233,1,,
9.17E+11,0,0.64875066,0,,
8.46E+11,0,0.6045126,0,,
8.60E+11,0,0.5692009,0,,
8.89E+11,0,0.41582915,1,,
8.84E+11,0,0.41351813,1,,
8.63E+11,0,0.46616077,1,,
9.02E+11,0,0.39582175,1,,
8.46E+11,0,0.7151694,0,,
8.54E+11,0,0.14292611,1,,
8.93E+11,0,0.41481096,1,,
9.54E+11,0,0.6582111,0,,
9.03E+11,0,0.45026845,1,,
9.47E+11,0,0.42605826,1,,
8.97E+11,0,0.38189948,1,,
8.44E+11,0,0.3420206,1,,
8.96E+11,0,0.49304107,1,,
8.71E+11,0,0.80697966,0,,
8.87E+11,0,0.4660891,1,,
8.72E+11,0,0.22659151,1,,
8.92E+11,0,0.32482022,1,,
9.55E+11,0,0.4100734,1,,
8.57E+11,0,0.40384343,1,,
9.16E+11,0,0.410761,1,,
8.66E+11,0,0.5091983,0,,
8.63E+11,0,0.38918778,1,,
8.60E+11,0,0.8004382,0,,
8.99E+11,0,0.3537545,1,,
8.53E+11,0,0.45471397,1,,
8.59E+11,0,0.4861877,1,,
9.47E+11,0,0.28533158,1,,
9.54E+11,0,0.8170079,0,,
9.37E+11,0,0.36636594,1,,
9.54E+11,0,0.35103554,1,,
8.49E+11,0,0.30534905,1,,
9.39E+11,0,0.5511475,0,,
8.98E+11,0,0.57461935,0,,
9.55E+11,0,0.7262108,0,,
9.41E+11,0,0.4986273,1,,
9.45E+11,0,0.4035665,1,,
8.55E+11,0,0.61151767,0,,
9.40E+11,0,0.4675734,1,,
8.65E+11,0,0.44502795,1,,
9.05E+11,0,0.5448867,0,,
8.43E+11,0,0.1863143,1,,
8.47E+11,0,0.5231774,0,,
8.88E+11,0,0.30144262,1,,
9.31E+11,0,0.34297904,1,,
8.58E+11,0,0.6004684,0,,
8.88E+11,0,0.6296437,0,,
8.66E+11,0,0.33523032,1,,
8.81E+11,0,0.53594744,0,,
9.33E+11,0,0.5081417,0,,
8.64E+11,0,0.29081085,1,,
9.03E+11,0,0.34768158,1,,
8.89E+11,0,0.23550917,1,,
9.18E+11,0,0.40546572,1,,
8.67E+11,0,0.2933335,1,,
9.55E+11,0,0.58617157,0,,
8.96E+11,0,0.8001752,0,,
8.96E+11,0,0.43679672,1,,
8.64E+11,0,0.5695778,0,,
9.41E+11,0,0.7322227,0,,
8.96E+11,0,0.23823737,1,,
8.64E+11,0,0.6292436,0,,
8.83E+11,0,0.6756237,0,,
8.46E+11,0,0.5551326,0,,
